Date,Barrage,Capacite Normale (Mm3),Reserve (Mm3),Taux de Remplissage (%)
2025-04-26,Réserve totale,,697.2299,
2025-04-25,Sidi Mohammed Ben Abdellah,974.788,647.132,66.3869
2025-04-25,Tamesna,57,21.758,38.1719
2025-04-25,El Mellah,35,15.594,44.5543
2025-04-25,El Himer,14,1.571,11.2214
2025-04-25,Maazer,13,0,0
2025-04-25,O. Hassar,2.24,0,0
2025-04-25,Ain Kouachia,11,8.321,75.6455
2025-04-25,Zamrine,0.496,0.433,87.2984
2025-04-25,Réserve totale,,694.80896,
2025-04-24,Sidi Mohammed Ben Abdellah,974.788,645.708,66.2409
2025-04-24,Tamesna,57,21.776,38.2035
2025-04-24,El Mellah,35,15.594,44.5543
2025-04-24,El Himer,14,1.571,11.2214
2025-04-24,Maazer,13,0,0
2025-04-24,O. Hassar,2.24,0,0
2025-04-24,Ain Kouachia,11,8.334,75.7636
2025-04-24,Zamrine,0.496,0.433,87.2984
2025-04-24,Réserve totale,,693.41595,
2025-04-23,Sidi Mohammed Ben Abdellah,974.788,643.222,65.9858
2025-04-23,Tamesna,57,21.812,38.2667
2025-04-23,El Mellah,35,15.625,44.6429
2025-04-23,El Himer,14,1.574,11.2429
2025-04-23,Maazer,13,0,0
2025-04-23,O. Hassar,2.24,0,0
2025-04-23,Ain Kouachia,11,8.334,75.7636
2025-04-23,Zamrine,0.496,0.435,87.7016
2025-04-23,Réserve totale,,691.00195,
2025-04-22,Sidi Mohammed Ben Abdellah,974.788,638.628,65.5145
2025-04-22,Tamesna,57,21.831,38.3
2025-04-22,El Mellah,35,15.625,44.6429
2025-04-22,El Himer,14,1.574,11.2429
2025-04-22,Maazer,13,0,0
2025-04-22,O. Hassar,2.24,0,0
2025-04-22,Ain Kouachia,11,8.348,75.8909
2025-04-22,Zamrine,0.496,0.435,87.7016
2025-04-22,Réserve totale,,686.441,
2025-04-21,Sidi Mohammed Ben Abdellah,974.788,638.276,65.4784
2025-04-21,Tamesna,57,21.867,38.3632
2025-04-21,El Mellah,35,15.625,44.6429
2025-04-21,El Himer,14,1.574,11.2429
2025-04-21,Maazer,13,0,0
2025-04-21,O. Hassar,2.24,0,0
2025-04-21,Ain Kouachia,11,8.348,75.8909
2025-04-21,Zamrine,0.496,0.435,87.7016
2025-04-21,Réserve totale,,686.125,
2025-04-20,Sidi Mohammed Ben Abdellah,974.788,637.924,65.4423
2025-04-20,Tamesna,57,21.567,37.8368
2025-04-20,El Mellah,35,15.656,44.7314
2025-04-20,El Himer,14,1.574,11.2429
2025-04-20,Maazer,13,0,0
2025-04-20,O. Hassar,2.24,0,0
2025-04-20,Ain Kouachia,11,8.348,75.8909
2025-04-20,Zamrine,0.496,0.436,87.9032
2025-04-20,Réserve totale,,685.505,
2025-04-19,Sidi Mohammed Ben Abdellah,974.788,637.572,65.4062
2025-04-19,Tamesna,57,21.885,38.3947
2025-04-19,El Mellah,35,15.656,44.7314
2025-04-19,El Himer,14,1.574,11.2429
2025-04-19,Maazer,13,0,0
2025-04-19,O. Hassar,2.24,0,0
2025-04-19,Ain Kouachia,11,8.348,75.8909
2025-04-19,Zamrine,0.496,0.436,87.9032
2025-04-19,Réserve totale,,685.471,
2025-04-18,Sidi Mohammed Ben Abdellah,974.788,637.22,65.3701
2025-04-18,Tamesna,57,21.885,38.3947
2025-04-18,El Mellah,35,15.656,44.7314
2025-04-18,El Himer,14,1.574,11.2429
2025-04-18,Maazer,13,0,0
2025-04-18,O. Hassar,2.24,0,0
2025-04-18,Ain Kouachia,11,8.348,75.8909
2025-04-18,Zamrine,0.496,0.436,87.9032
2025-04-18,Réserve totale,,685.11896,
2025-04-17,Sidi Mohammed Ben Abdellah,974.788,636.517,65.298
2025-04-17,Tamesna,57,21.903,38.4263
2025-04-17,El Mellah,35,15.688,44.8229
2025-04-17,El Himer,14,1.574,11.2429
2025-04-17,Maazer,13,0,0
2025-04-17,O. Hassar,2.24,0,0
2025-04-17,Ain Kouachia,11,8.361,76.0091
2025-04-17,Zamrine,0.496,0.436,87.9032
2025-04-17,Réserve totale,,684.479,
2025-04-16,Sidi Mohammed Ben Abdellah,974.788,635.815,65.226
2025-04-16,Tamesna,57,21.903,38.4263
2025-04-16,El Mellah,35,15.688,44.8229
2025-04-16,El Himer,14,1.574,11.2429
2025-04-16,Maazer,13,0,0
2025-04-16,O. Hassar,2.24,0,0
2025-04-16,Ain Kouachia,11,8.361,76.0091
2025-04-16,Zamrine,0.496,0.436,87.9032
2025-04-16,Réserve totale,,683.777,
2025-04-15,Sidi Mohammed Ben Abdellah,974.788,633.713,65.0103
2025-04-15,Tamesna,57,21.867,38.3632
2025-04-15,El Mellah,35,15.688,44.8229
2025-04-15,El Himer,14,1.574,11.2429
2025-04-15,Maazer,13,0,0
2025-04-15,O. Hassar,2.24,0,0
2025-04-15,Ain Kouachia,11,8.361,76.0091
2025-04-15,Zamrine,0.496,0.436,87.9032
2025-04-15,Réserve totale,,681.639,
2025-04-14,Sidi Mohammed Ben Abdellah,974.788,629.182,64.5455
2025-04-14,Tamesna,57,21.812,38.2667
2025-04-14,El Mellah,35,14.912,42.6057
2025-04-14,El Himer,14,1.571,11.2214
2025-04-14,Maazer,13,0,0
2025-04-14,O. Hassar,2.24,0,0
2025-04-14,Ain Kouachia,11,8.361,76.0091
2025-04-14,Zamrine,0.496,0.436,87.9032
2025-04-14,Réserve totale,,676.274,
2025-04-13,Sidi Mohammed Ben Abdellah,974.788,606.675,62.2366
2025-04-13,Tamesna,57,20.226,35.4842
2025-04-13,El Mellah,35,14.912,42.6057
2025-04-13,El Himer,14,1.563,11.1643
2025-04-13,Maazer,13,0,0
2025-04-13,O. Hassar,2.24,0,0
2025-04-13,Ain Kouachia,11,8.348,75.8909
2025-04-13,Zamrine,0.496,0.471,94.9597
2025-04-13,Réserve totale,,652.195,
2025-04-12,Sidi Mohammed Ben Abdellah,974.788,606.341,62.2023
2025-04-12,Tamesna,57,20.244,35.5158
2025-04-12,El Mellah,35,14.942,42.6914
2025-04-12,El Himer,14,1.563,11.1643
2025-04-12,Maazer,13,0,0
2025-04-12,O. Hassar,2.24,0,0
2025-04-12,Ain Kouachia,11,8.348,75.8909
2025-04-12,Zamrine,0.496,0.43,86.6936
2025-04-12,Réserve totale,,651.86804,
2025-04-11,Sidi Mohammed Ben Abdellah,974.788,605.006,62.0654
2025-04-11,Tamesna,57,20.296,35.607
2025-04-11,El Mellah,35,14.942,42.6914
2025-04-11,El Himer,14,1.563,11.1643
2025-04-11,Maazer,13,0,0
2025-04-11,O. Hassar,2.24,0,0
2025-04-11,Ain Kouachia,11,8.348,75.8909
2025-04-11,Zamrine,0.496,0.43,86.6936
2025-04-11,Réserve totale,,650.585,
2025-04-10,Sidi Mohammed Ben Abdellah,974.788,605.006,62.0654
2025-04-10,Tamesna,57,20.296,35.607
2025-04-10,El Mellah,35,14.942,42.6914
2025-04-10,El Himer,14,1.563,11.1643
2025-04-10,Maazer,13,0,0
2025-04-10,O. Hassar,2.24,0,0
2025-04-10,Ain Kouachia,11,8.348,75.8909
2025-04-10,Zamrine,0.496,0.43,86.6936
2025-04-10,Réserve totale,,650.585,
2025-04-09,Sidi Mohammed Ben Abdellah,974.788,605.006,62.0654
2025-04-09,Tamesna,57,20.331,35.6684
2025-04-09,El Mellah,35,14.973,42.78
2025-04-09,El Himer,14,1.567,11.1929
2025-04-09,Maazer,13,0,0
2025-04-09,O. Hassar,2.24,0,0
2025-04-09,Ain Kouachia,11,8.348,75.8909
2025-04-09,Zamrine,0.496,0.43,86.6936
2025-04-09,Réserve totale,,650.655,
2025-04-08,Sidi Mohammed Ben Abdellah,974.788,604.673,62.0312
2025-04-08,Tamesna,57,20.349,35.7
2025-04-08,El Mellah,35,14.973,42.78
2025-04-08,El Himer,14,1.567,11.1929
2025-04-08,Maazer,13,0,0
2025-04-08,O. Hassar,2.24,0,0
2025-04-08,Ain Kouachia,11,8.361,76.0091
2025-04-08,Zamrine,0.496,0.431,86.8952
2025-04-08,Réserve totale,,650.35406,
2025-04-07,Sidi Mohammed Ben Abdellah,974.788,604.34,61.9971
2025-04-07,Tamesna,57,20.384,35.7614
2025-04-07,El Mellah,35,15.004,42.8686
2025-04-07,El Himer,14,1.567,11.1929
2025-04-07,Maazer,13,0,0
2025-04-07,O. Hassar,2.24,0,0
2025-04-07,Ain Kouachia,11,8.361,76.0091
2025-04-07,Zamrine,0.496,0.431,86.8952
2025-04-07,Réserve totale,,650.0871,
2025-04-06,Sidi Mohammed Ben Abdellah,974.788,604.34,61.9971
2025-04-06,Tamesna,57,20.401,35.7912
2025-04-06,El Mellah,35,15.004,42.8686
2025-04-06,El Himer,14,1.567,11.1929
2025-04-06,Maazer,13,0,0
2025-04-06,O. Hassar,2.24,0,0
2025-04-06,Ain Kouachia,11,8.374,76.1273
2025-04-06,Zamrine,0.496,0.431,86.8952
2025-04-06,Réserve totale,,650.1171,
2025-04-05,Sidi Mohammed Ben Abdellah,974.788,604.007,61.9629
2025-04-05,Tamesna,57,20.419,35.8228
2025-04-05,El Mellah,35,15.004,42.8686
2025-04-05,El Himer,14,1.567,11.1929
2025-04-05,Maazer,13,0,0
2025-04-05,O. Hassar,2.24,0,0
2025-04-05,Ain Kouachia,11,8.374,76.1273
2025-04-05,Zamrine,0.496,0.432,87.0968
2025-04-05,Réserve totale,,649.8031,
2025-04-04,Sidi Mohammed Ben Abdellah,974.788,603.674,61.9287
2025-04-04,Tamesna,57,20.436,35.8526
2025-04-04,El Mellah,35,15.004,42.8686
2025-04-04,El Himer,14,1.571,11.2214
2025-04-04,Maazer,13,0,0
2025-04-04,O. Hassar,2.24,0,0
2025-04-04,Ain Kouachia,11,8.361,76.0091
2025-04-04,Zamrine,0.496,0.432,87.0968
2025-04-04,Réserve totale,,649.478,
2025-04-03,Sidi Mohammed Ben Abdellah,974.788,603.342,61.8947
2025-04-03,Tamesna,57,20.454,35.8842
2025-04-03,El Mellah,35,15.035,42.9571
2025-04-03,El Himer,14,1.571,11.2214
2025-04-03,Maazer,13,0,0
2025-04-03,O. Hassar,2.24,0,0
2025-04-03,Ain Kouachia,11,8.374,76.1273
2025-04-03,Zamrine,0.496,0.432,87.0968
2025-04-03,Réserve totale,,649.20795,
2025-04-02,Sidi Mohammed Ben Abdellah,974.788,603.01,61.8606
2025-04-02,Tamesna,57,20.472,35.9158
2025-04-02,El Mellah,35,15.035,42.9571
2025-04-02,El Himer,14,1.571,11.2214
2025-04-02,Maazer,13,0,0
2025-04-02,O. Hassar,2.24,0,0
2025-04-02,Ain Kouachia,11,8.374,76.1273
2025-04-02,Zamrine,0.496,0.433,87.2984
2025-04-02,Réserve totale,,648.89496,
2025-04-01,Sidi Mohammed Ben Abdellah,974.788,602.678,61.8266
2025-04-01,Tamesna,57,20.524,36.007
2025-04-01,El Mellah,35,15.035,42.9571
2025-04-01,El Himer,14,1.571,11.2214
2025-04-01,Maazer,13,0,0
2025-04-01,O. Hassar,2.24,0,0
2025-04-01,Ain Kouachia,11,8.388,76.2545
2025-04-01,Zamrine,0.496,0.433,87.2984
2025-04-01,Réserve totale,,648.6289,
2025-03-31,Sidi Mohammed Ben Abdellah,974.788,602.346,61.7925
2025-03-31,Tamesna,57,20.542,36.0386
2025-03-31,El Mellah,35,15.035,42.9571
2025-03-31,El Himer,14,1.571,11.2214
2025-03-31,Maazer,13,0,0
2025-03-31,O. Hassar,2.24,0,0
2025-03-31,Ain Kouachia,11,8.388,76.2545
2025-03-31,Zamrine,0.496,0.435,87.7016
2025-03-31,Réserve totale,,648.31696,
2025-03-30,Sidi Mohammed Ben Abdellah,974.788,601.684,61.7246
2025-03-30,Tamesna,57,20.56,36.0702
2025-03-30,El Mellah,35,15.066,43.0457
2025-03-30,El Himer,14,1.567,11.1929
2025-03-30,Maazer,13,0,0
2025-03-30,O. Hassar,2.24,0,0
2025-03-30,Ain Kouachia,11,8.388,76.2545
2025-03-30,Zamrine,0.496,0.435,87.7016
2025-03-30,Réserve totale,,647.7,
2025-03-29,Sidi Mohammed Ben Abdellah,974.788,601.022,61.6567
2025-03-29,Tamesna,57,20.577,36.1
2025-03-29,El Mellah,35,15.066,43.0457
2025-03-29,El Himer,14,1.567,11.1929
2025-03-29,Maazer,13,0,0
2025-03-29,O. Hassar,2.24,0,0
2025-03-29,Ain Kouachia,11,8.388,76.2545
2025-03-29,Zamrine,0.496,0.435,87.7016
2025-03-29,Réserve totale,,647.055,
2025-03-28,Sidi Mohammed Ben Abdellah,974.788,600.361,61.5889
2025-03-28,Tamesna,57,20.595,36.1316
2025-03-28,El Mellah,35,15.066,43.0457
2025-03-28,El Himer,14,1.563,11.1643
2025-03-28,Maazer,13,0,0
2025-03-28,O. Hassar,2.24,0,0
2025-03-28,Ain Kouachia,11,8.401,76.3727
2025-03-28,Zamrine,0.496,0.435,87.7016
2025-03-28,Réserve totale,,646.42096,
2025-03-27,Sidi Mohammed Ben Abdellah,974.788,599.371,61.4873
2025-03-27,Tamesna,57,20.612,36.1614
2025-03-27,El Mellah,35,15.066,43.0457
2025-03-27,El Himer,14,1.563,11.1643
2025-03-27,Maazer,13,0,0
2025-03-27,O. Hassar,2.24,0,0
2025-03-27,Ain Kouachia,11,8.401,76.3727
2025-03-27,Zamrine,0.496,0.435,87.7016
2025-03-27,Réserve totale,,645.44794,
2025-03-26,Sidi Mohammed Ben Abdellah,974.788,598.383,61.386
2025-03-26,Tamesna,57,20.612,36.1614
2025-03-26,El Mellah,35,15.066,43.0457
2025-03-26,El Himer,14,1.563,11.1643
2025-03-26,Maazer,13,0,0
2025-03-26,O. Hassar,2.24,0,0
2025-03-26,Ain Kouachia,11,8.401,76.3727
2025-03-26,Zamrine,0.496,0.435,87.7016
2025-03-26,Réserve totale,,644.45996,
2025-03-25,Sidi Mohammed Ben Abdellah,974.788,596.741,61.2175
2025-03-25,Tamesna,57,20.63,36.193
2025-03-25,El Mellah,35,15.066,43.0457
2025-03-25,El Himer,14,1.559,11.1357
2025-03-25,Maazer,13,0,0
2025-03-25,O. Hassar,2.24,0,0
2025-03-25,Ain Kouachia,11,8.401,76.3727
2025-03-25,Zamrine,0.496,0.436,87.9032
2025-03-25,Réserve totale,,642.833,
2025-03-24,Sidi Mohammed Ben Abdellah,974.788,594.777,61.016
2025-03-24,Tamesna,57,20.63,36.193
2025-03-24,El Mellah,35,15.096,43.1314
2025-03-24,El Himer,14,1.551,11.0786
2025-03-24,Maazer,13,0,0
2025-03-24,O. Hassar,2.24,0,0
2025-03-24,Ain Kouachia,11,8.388,76.2545
2025-03-24,Zamrine,0.496,0.436,87.9032
2025-03-24,Réserve totale,,640.878,
2025-03-23,Sidi Mohammed Ben Abdellah,974.788,591.838,60.7145
2025-03-23,Tamesna,57,20.63,36.193
2025-03-23,El Mellah,35,15.096,43.1314
2025-03-23,El Himer,14,1.544,11.0286
2025-03-23,Maazer,13,0,0
2025-03-23,O. Hassar,2.24,0,0
2025-03-23,Ain Kouachia,11,8.348,75.8909
2025-03-23,Zamrine,0.496,0.436,87.9032
2025-03-23,Réserve totale,,637.892,
2025-03-22,Sidi Mohammed Ben Abdellah,974.788,588.292,60.3508
2025-03-22,Tamesna,57,20.63,36.193
2025-03-22,El Mellah,35,15.096,43.1314
2025-03-22,El Himer,14,1.54,11
2025-03-22,Maazer,13,0,0
2025-03-22,O. Hassar,2.24,0,0
2025-03-22,Ain Kouachia,11,8.348,75.8909
2025-03-22,Zamrine,0.496,0.436,87.9032
2025-03-22,Réserve totale,,634.342,
2025-03-21,Sidi Mohammed Ben Abdellah,974.788,580.948,59.5974
2025-03-21,Tamesna,57,20.63,36.193
2025-03-21,El Mellah,35,15.096,43.1314
2025-03-21,El Himer,14,1.536,10.9714
2025-03-21,Maazer,13,0,0
2025-03-21,O. Hassar,2.24,0,0
2025-03-21,Ain Kouachia,11,8.348,75.8909
2025-03-21,Zamrine,0.496,0.436,87.9032
2025-03-21,Réserve totale,,626.994,
2025-03-20,Sidi Mohammed Ben Abdellah,974.788,571.819,58.6609
2025-03-20,Tamesna,57,20.612,36.1614
2025-03-20,El Mellah,35,15.096,43.1314
2025-03-20,El Himer,14,1.252,8.94286
2025-03-20,Maazer,13,0,0
2025-03-20,O. Hassar,2.24,0,0
2025-03-20,Ain Kouachia,11,8.348,75.8909
2025-03-20,Zamrine,0.496,0.436,87.9032
2025-03-20,Réserve totale,,617.563,
2025-03-19,Sidi Mohammed Ben Abdellah,974.788,568.695,58.3404
2025-03-19,Tamesna,57,20.612,36.1614
2025-03-19,El Mellah,35,15.127,43.22
2025-03-19,El Himer,14,1.525,10.8929
2025-03-19,Maazer,13,0,0
2025-03-19,O. Hassar,2.24,0,0
2025-03-19,Ain Kouachia,11,8.348,75.8909
2025-03-19,Zamrine,0.496,0.436,87.9032
2025-03-19,Réserve totale,,614.74304,
2025-03-18,Sidi Mohammed Ben Abdellah,974.788,559.086,57.3546
2025-03-18,Tamesna,57,20.595,36.1316
2025-03-18,El Mellah,35,15.127,43.22
2025-03-18,El Himer,14,1.521,10.8643
2025-03-18,Maazer,13,0,0
2025-03-18,O. Hassar,2.24,0,0
2025-03-18,Ain Kouachia,11,8.348,75.8909
2025-03-18,Zamrine,0.496,0.436,87.9032
2025-03-18,Réserve totale,,605.113,
2025-03-17,Sidi Mohammed Ben Abdellah,974.788,548.051,56.2226
2025-03-17,Tamesna,57,20.577,36.1
2025-03-17,El Mellah,35,15.127,43.22
2025-03-17,El Himer,14,1.506,10.7571
2025-03-17,Maazer,13,0,0
2025-03-17,O. Hassar,2.24,0,0
2025-03-17,Ain Kouachia,11,8.321,75.6455
2025-03-17,Zamrine,0.496,0.436,87.9032
2025-03-17,Réserve totale,,594.018,
2025-03-16,Sidi Mohammed Ben Abdellah,974.788,533.812,54.7619
2025-03-16,Tamesna,57,20.524,36.007
2025-03-16,El Mellah,35,15.066,43.0457
2025-03-16,El Himer,14,1.506,10.7571
2025-03-16,Maazer,13,0,0
2025-03-16,O. Hassar,2.24,0,0
2025-03-16,Ain Kouachia,11,8.321,75.6455
2025-03-16,Zamrine,0.496,0.443,89.3145
2025-03-16,Réserve totale,,579.67194,
2025-03-15,Sidi Mohammed Ben Abdellah,974.788,524.504,53.807
2025-03-15,Tamesna,57,20.052,35.1789
2025-03-15,El Mellah,35,14.82,42.3429
2025-03-15,El Himer,14,1.492,10.6571
2025-03-15,Maazer,13,0,0
2025-03-15,O. Hassar,2.24,0,0
2025-03-15,Ain Kouachia,11,8.308,75.5273
2025-03-15,Zamrine,0.496,0.45,90.7258
2025-03-15,Réserve totale,,569.62604,
2025-03-14,Sidi Mohammed Ben Abdellah,974.788,491.855,50.4576
2025-03-14,Tamesna,57,18.89,33.1404
2025-03-14,El Mellah,35,14.546,41.56
2025-03-14,El Himer,14,1.233,8.80714
2025-03-14,Maazer,13,0,0
2025-03-14,O. Hassar,2.24,0,0
2025-03-14,Ain Kouachia,11,7.695,69.9545
2025-03-14,Zamrine,0.496,0.436,87.9032
2025-03-14,Réserve totale,,534.65497,
2025-03-13,Sidi Mohammed Ben Abdellah,974.788,478.735,49.1117
2025-03-13,Tamesna,57,18.707,32.8193
2025-03-13,El Mellah,35,13.978,39.9371
2025-03-13,El Himer,14,1.21,8.64286
2025-03-13,Maazer,13,0,0
2025-03-13,O. Hassar,2.24,0,0
2025-03-13,Ain Kouachia,11,6.773,61.5727
2025-03-13,Zamrine,0.496,0.436,87.9032
2025-03-13,Réserve totale,,519.839,
2025-03-12,Sidi Mohammed Ben Abdellah,974.788,457.509,46.9342
2025-03-12,Tamesna,57,18.59,32.614
2025-03-12,El Mellah,35,13.565,38.7571
2025-03-12,El Himer,14,1.204,8.6
2025-03-12,Maazer,13,0,0
2025-03-12,O. Hassar,2.24,0,0
2025-03-12,Ain Kouachia,11,6.081,55.2818
2025-03-12,Zamrine,0.496,0.436,87.9032
2025-03-12,Réserve totale,,497.385,
2025-03-11,Sidi Mohammed Ben Abdellah,974.788,442.293,45.3732
2025-03-11,Tamesna,57,18.294,32.0947
2025-03-11,El Mellah,35,13.131,37.5171
2025-03-11,El Himer,14,1.159,8.27857
2025-03-11,Maazer,13,0,0
2025-03-11,O. Hassar,2.24,0,0
2025-03-11,Ain Kouachia,11,5.246,47.6909
2025-03-11,Zamrine,0.496,0.436,87.9032
2025-03-11,Réserve totale,,480.55902,
2025-03-10,Sidi Mohammed Ben Abdellah,974.788,432.001,44.3174
2025-03-10,Tamesna,57,17.615,30.9035
2025-03-10,El Mellah,35,12.51,35.7429
2025-03-10,El Himer,14,1.118,7.98571
2025-03-10,Maazer,13,0,0
2025-03-10,O. Hassar,2.24,0,0
2025-03-10,Ain Kouachia,11,5.185,47.1364
2025-03-10,Zamrine,0.496,0.436,87.9032
2025-03-10,Réserve totale,,468.86502,
2025-03-09,Sidi Mohammed Ben Abdellah,974.788,420.176,43.1043
2025-03-09,Tamesna,57,17.504,30.7088
2025-03-09,El Mellah,35,12.259,35.0257
2025-03-09,El Himer,14,1.003,7.16429
2025-03-09,Maazer,13,0,0
2025-03-09,O. Hassar,2.24,0,0
2025-03-09,Ain Kouachia,11,4.714,42.8545
2025-03-09,Zamrine,0.496,0.436,87.9032
2025-03-09,Réserve totale,,456.09198,
2025-03-08,Sidi Mohammed Ben Abdellah,974.788,417.447,42.8244
2025-03-08,Tamesna,57,17.299,30.3491
2025-03-08,El Mellah,35,11.98,34.2286
2025-03-08,El Himer,14,0.92,6.57143
2025-03-08,Maazer,13,0,0
2025-03-08,O. Hassar,2.24,0,0
2025-03-08,Ain Kouachia,11,4.564,41.4909
2025-03-08,Zamrine,0.496,0.436,87.9032
2025-03-08,Réserve totale,,452.64603,
2025-03-07,Sidi Mohammed Ben Abdellah,974.788,412.554,42.3224
2025-03-07,Tamesna,57,17.267,30.293
2025-03-07,El Mellah,35,11.98,34.2286
2025-03-07,El Himer,14,0.92,6.57143
2025-03-07,Maazer,13,0,0
2025-03-07,O. Hassar,2.24,0,0
2025-03-07,Ain Kouachia,11,4.564,41.4909
2025-03-07,Zamrine,0.496,0.44,88.7097
2025-03-07,Réserve totale,,447.725,
